trader_id,date,time,symbol,side,quantity,price,commission,total_amount
T001,2025-09-29,14:23:00,AMZN,Sell,200,408.22,80.44,81563.56
T001,2025-09-29,15:27:00,INTC,Sell,25,107.19,2.91,2676.84
T001,2025-10-02,10:51:00,MSFT,Sell,200,153.08,32.43,30583.57
T002,2025-04-11,10:18:00,PYPL,Buy,50,366.34,18.32,18335.32
T002,2025-04-13,11:50:00,PYPL,Sell,50,357.24,18.32,17843.68
T002,2025-04-16,10:09:00,MCD,Buy,200,477.11,95.42,95517.42
T002,2025-04-18,09:35:00,MCD,Sell,200,532.38,95.42,106380.58
T002,2025-04-18,10:50:00,ADBE,Buy,200,387.03,77.41,77483.41
T002,2025-04-21,12:07:00,ADBE,Sell,200,365.56,77.41,73034.59
T002,2025-04-23,10:15:00,TSLA,Buy,200,83.78,16.76,16772.76
T002,2025-04-27,14:38:00,TSLA,Sell,200,89.91,16.76,17965.24
T002,2025-05-05,14:55:00,NKE,Buy,100,96.16,9.62,9625.62
T002,2025-05-08,12:30:00,NKE,Sell,100,102.78,9.62,10268.38
T002,2025-05-10,12:12:00,WMT,Buy,200,278.71,55.74,55797.74
T002,2025-05-11,11:49:00,WMT,Sell,200,271.76,55.74,54296.26
T002,2025-05-12,12:59:00,PYPL,Buy,50,278.99,13.95,13963.45
T002,2025-05-13,11:35:00,AAPL,Buy,200,233.6,46.72,46766.72
T002,2025-05-14,11:26:00,PYPL,Buy,100,179.7,17.97,17987.97
T002,2025-05-14,12:07:00,AAPL,Sell,200,256.71,46.72,51295.28
T002,2025-05-16,12:15:00,PYPL,Sell,50,298.86,13.95,14929.05
T002,2025-05-19,09:29:00,PYPL,Sell,100,163.23,17.97,16305.03
T002,2025-05-19,13:27:00,V,Buy,100,486.07,48.61,48655.61
T002,2025-05-20,09:16:00,KO,Buy,100,101.34,10.13,10144.13
T002,2025-05-23,11:20:00,V,Sell,100,468.41,48.61,46792.39
T002,2025-05-24,09:36:00,KO,Sell,100,111.1,10.13,11099.87
T002,2025-05-28,14:30:00,NFLX,Buy,200,489.47,97.89,97991.89
T002,2025-05-31,09:53:00,NFLX,Sell,200,449.55,97.89,89812.11
T002,2025-05-31,11:11:00,ADBE,Buy,10,368.61,3.69,3689.79
T002,2025-06-01,09:35:00,ADBE,Sell,10,386.07,3.69,3857.01
T002,2025-06-06,11:07:00,NKE,Buy,100,439.21,43.92,43964.92
T002,2025-06-07,14:55:00,NKE,Sell,100,417.93,43.92,41749.08
T002,2025-06-11,11:16:00,AMD,Buy,10,374.58,3.75,3749.55
T002,2025-06-16,15:44:00,AMD,Sell,10,386.51,3.75,3861.35
T002,2025-06-19,14:25:00,NFLX,Buy,200,292.99,58.6,58656.6
T002,2025-06-20,14:37:00,ORCL,Buy,100,299.06,29.91,29935.91
T002,2025-06-24,09:56:00,NFLX,Sell,200,312.81,58.6,62503.4
T002,2025-06-24,13:16:00,AAPL,Buy,10,153.02,1.53,1531.73
T002,2025-06-25,11:22:00,ORCL,Sell,100,331.03,29.91,33073.09
T002,2025-06-28,09:31:00,KO,Buy,50,131.83,6.59,6598.09
T002,2025-06-29,13:01:00,AAPL,Sell,10,152.25,1.53,1520.97
T002,2025-07-01,11:17:00,KO,Sell,50,149.32,6.59,7459.41
T002,2025-07-17,09:12:00,BAC,Buy,50,330.19,16.51,16526.01
T002,2025-07-21,11:36:00,MS,Buy,10,324.33,3.24,3246.54
T002,2025-07-21,15:03:00,BAC,Sell,50,303.56,16.51,15161.49
T002,2025-07-23,14:13:00,MS,Sell,10,300.05,3.24,2997.26
T002,2025-08-21,10:59:00,ADBE,Buy,100,446.38,44.64,44682.64
T002,2025-08-22,14:38:00,ADBE,Sell,100,435.64,44.64,43519.36
T002,2025-08-31,14:51:00,WMT,Buy,25,241.31,6.03,6038.78
T002,2025-09-02,11:52:00,WMT,Sell,25,220.44,6.03,5504.97
T002,2025-09-05,13:50:00,MS,Buy,25,399.06,9.98,9986.48
T002,2025-09-09,11:55:00,MS,Sell,25,435.11,9.98,10867.77
T002,2025-09-22,15:17:00,GS,Buy,10,393.4,3.93,3937.93
T002,2025-09-26,12:41:00,PYPL,Buy,100,251.68,25.17,25193.17
T002,2025-09-27,14:28:00,GS,Sell,10,447.62,3.93,4472.27
T002,2025-09-29,10:25:00,PYPL,Sell,100,278.18,25.17,27792.83
T002,2025-09-29,11:35:00,AAPL,Buy,200,476.63,95.33,95421.33
T002,2025-10-03,12:35:00,AAPL,Sell,200,531.41,95.33,106186.67
T003,2025-04-03,11:46:00,ADBE,Buy,200,310.97,62.19,62256.19
T003,2025-04-11,13:23:00,DIS,Buy,25,90.56,2.26,2266.26
T003,2025-04-12,12:34:00,ADBE,Sell,200,294.18,62.19,58773.81
T003,2025-05-08,09:02:00,ADBE,Buy,100,102.25,10.22,10235.22
T003,2025-05-09,12:11:00,DIS,Sell,25,93.65,2.26,2338.99
T003,2025-05-30,10:24:00,ADBE,Sell,100,109.49,10.22,10938.78
T003,2025-06-01,15:49:00,CSCO,Buy,10,193.18,1.93,1933.73
T003,2025-06-09,11:39:00,PYPL,Buy,100,342.43,34.24,34277.24
T003,2025-06-09,13:24:00,SBUX,Buy,50,98.76,4.94,4942.94
T003,2025-06-14,13:56:00,SBUX,Sell,50,112.76,4.94,5633.06
T003,2025-06-15,10:47:00,GOOGL,Buy,100,490.25,49.02,49074.02
T003,2025-06-17,09:53:00,MA,Buy,100,173.52,17.35,17369.35
T003,2025-06-19,10:24:00,KO,Buy,100,97.99,9.8,9808.8
T003,2025-06-23,14:45:00,PEP,Buy,100,442.57,44.26,44301.26
T003,2025-06-25,13:14:00,V,Buy,10,335.93,3.36,3362.66
T003,2025-06-27,13:48:00,WFC,Buy,100,254.91,25.49,25516.49
T003,2025-06-28,15:07:00,QCOM,Buy,10,113.34,1.13,1134.53
T003,2025-06-30,10:40:00,PEP,Sell,100,488.7,44.26,48825.74
T003,2025-07-01,12:24:00,CSCO,Sell,10,221.83,1.93,2216.37
T003,2025-07-05,13:18:00,KO,Sell,100,112.58,9.8,11248.2
T003,2025-07-05,15:34:00,PYPL,Sell,100,320.55,34.24,32020.76
T003,2025-07-08,14:15:00,WFC,Sell,100,277.32,25.49,27706.51
T003,2025-07-12,15:06:00,GOOGL,Sell,100,461.89,49.02,46139.98
T003,2025-07-13,15:47:00,MA,Sell,100,172.22,17.35,17204.65
T003,2025-07-22,11:41:00,V,Sell,10,357.5,3.36,3571.64
T003,2025-07-24,14:43:00,QCOM,Sell,10,112.56,1.13,1124.47
T003,2025-08-15,12:00:00,DIS,Buy,25,234.49,5.86,5868.11
T003,2025-08-16,12:36:00,MA,Buy,25,126.49,3.16,3165.41
T003,2025-08-19,11:33:00,BAC,Buy,50,423.71,21.19,21206.69
T003,2025-08-20,10:04:00,QCOM,Buy,50,494.44,24.72,24746.72
T003,2025-08-23,11:05:00,MCD,Buy,100,56.26,5.63,5631.63
T003,2025-08-24,09:30:00,DIS,Sell,25,228.45,5.86,5705.39
T003,2025-08-30,10:14:00,QCOM,Buy,50,256.81,12.84,12853.34
T003,2025-09-02,13:43:00,MA,Sell,25,131.54,3.16,3285.34
T003,2025-09-05,14:31:00,SBUX,Buy,50,399.08,19.95,19973.95
T003,2025-09-07,14:16:00,QCOM,Sell,50,529.66,24.72,26458.28
T003,2025-09-08,11:43:00,NKE,Buy,25,332.71,8.32,8326.07
T003,2025-09-08,15:18:00,BAC,Sell,50,471.7,21.19,23563.81
T003,2025-09-11,11:43:00,MCD,Sell,100,62.65,5.63,6259.37
T003,2025-09-16,10:31:00,MSFT,Buy,25,276.03,6.9,6907.65
T003,2025-09-24,15:54:00,MSFT,Sell,25,259.97,6.9,6492.35
T003,2025-09-27,11:57:00,AAPL,Buy,10,195.97,1.96,1961.66
T003,2025-09-29,12:57:00,QCOM,Sell,50,238.15,12.84,11894.66
T003,2025-10-03,09:19:00,NKE,Sell,25,324.36,8.32,8100.68
T003,2025-10-05,11:14:00,SBUX,Sell,50,437.91,19.95,21875.55
T003,2025-10-13,11:27:00,AAPL,Sell,10,201.09,1.96,2008.94
T004,2025-04-10,09:47:00,BAC,Buy,25,219.29,5.48,5487.73
T004,2025-04-12,11:19:00,BAC,Sell,25,243.33,5.48,6077.77
T004,2025-04-13,12:01:00,QCOM,Buy,10,437.95,4.38,4383.88
T004,2025-04-18,12:45:00,QCOM,Sell,10,420.79,4.38,4203.52
T004,2025-04-25,12:54:00,AMZN,Buy,25,246.05,6.15,6157.4
T004,2025-04-26,12:55:00,AMZN,Sell,25,258.35,6.15,6452.6
T004,2025-05-10,10:34:00,NFLX,Buy,25,99.47,2.49,2489.24
T004,2025-05-12,09:22:00,NFLX,Sell,25,96.99,2.49,2422.26
T004,2025-05-17,10:24:00,WFC,Buy,25,275.12,6.88,6884.88
T004,2025-05-20,09:25:00,WFC,Sell,25,270.13,6.88,6746.37
T004,2025-05-25,11:13:00,NKE,Buy,25,393.87,9.85,9856.6
T004,2025-05-26,09:31:00,NKE,Sell,25,438.5,9.85,10952.65
T004,2025-06-02,13:20:00,AAPL,Buy,25,169.42,4.24,4239.74
T004,2025-06-06,13:07:00,AAPL,Sell,25,188.59,4.24,4710.51
T004,2025-06-14,14:43:00,GS,Buy,100,287.12,28.71,28740.71
T004,2025-06-15,13:19:00,ORCL,Buy,10,310.06,3.1,3103.7
T004,2025-06-16,09:25:00,AAPL,Buy,50,127.34,6.37,6373.37
T004,2025-06-16,12:38:00,GS,Sell,100,290.84,28.71,29055.29
T004,2025-06-19,10:54:00,ORCL,Sell,10,316.48,3.1,3161.7
T004,2025-06-20,15:44:00,AAPL,Sell,50,125.73,6.37,6280.13
T004,2025-06-21,11:22:00,AAPL,Buy,25,441.44,11.04,11047.04
T004,2025-06-25,09:09:00,AAPL,Sell,25,428.37,11.04,10698.21
T004,2025-06-25,12:38:00,BAC,Buy,50,254.17,12.71,12721.21
T004,2025-06-26,15:44:00,BAC,Sell,50,231.52,12.71,11563.29
T004,2025-07-03,09:25:00,NFLX,Buy,25,485.69,12.14,12154.39
T004,2025-07-06,10:28:00,QCOM,Buy,25,434.95,10.87,10884.62
T004,2025-07-07,09:42:00,NFLX,Sell,25,446.91,12.14,11160.61
T004,2025-07-09,13:57:00,QCOM,Sell,25,498.8,10.87,12459.13
T004,2025-07-25,09:57:00,GOOGL,Buy,50,323.73,16.19,16202.69
T004,2025-07-28,12:26:00,DIS,Buy,10,190.65,1.91,1908.41
T004,2025-07-28,13:40:00,GOOGL,Sell,50,352.83,16.19,17625.31
T004,2025-07-31,11:09:00,DIS,Sell,10,210.59,1.91,2103.99
T004,2025-08-02,09:05:00,SBUX,Buy,10,91.95,0.92,920.42
T004,2025-08-02,12:49:00,ORCL,Buy,200,317.15,63.43,63493.43
T004,2025-08-04,13:02:00,ORCL,Sell,200,352.18,63.43,70372.57
T004,2025-08-05,15:08:00,SBUX,Sell,10,99.83,0.92,997.38
T004,2025-08-22,10:37:00,META,Buy,25,197.85,4.95,4951.2
T004,2025-08-23,11:07:00,NKE,Buy,50,308.35,15.42,15432.92
T004,2025-08-26,13:05:00,PEP,Buy,10,120.01,1.2,1201.3
T004,2025-08-27,09:17:00,META,Sell,25,223.47,4.95,5581.8
T004,2025-08-27,14:05:00,PEP,Sell,10,111.11,1.2,1109.9
T004,2025-08-28,15:52:00,NKE,Sell,50,295.73,15.42,14771.08
T004,2025-08-31,13:35:00,CRM,Buy,10,234.86,2.35,2350.95
T004,2025-08-31,14:46:00,NVDA,Buy,100,344.71,34.47,34505.47
T004,2025-09-04,15:58:00,CRM,Sell,10,227.46,2.35,2272.25
T004,2025-09-05,12:17:00,NVDA,Sell,100,311.31,34.47,31096.53
T004,2025-09-13,13:01:00,MSFT,Buy,50,159.61,7.98,7988.48
T004,2025-09-17,14:56:00,NKE,Buy,200,374.38,74.88,74950.88
T004,2025-09-18,10:04:00,MSFT,Sell,50,179.61,7.98,8972.52
T004,2025-09-18,13:19:00,QCOM,Buy,10,77.37,0.77,774.47
T004,2025-09-19,12:31:00,MS,Buy,100,236.38,23.64,23661.64
T004,2025-09-21,10:26:00,NKE,Sell,200,394.65,74.88,78855.12
T004,2025-09-22,12:43:00,QCOM,Sell,10,78.97,0.77,788.93
T004,2025-09-22,14:35:00,AAPL,Buy,200,468.09,93.62,93711.62
T004,2025-09-24,09:22:00,MS,Sell,100,252.3,23.64,25206.36
T004,2025-09-25,09:11:00,AAPL,Sell,200,433.43,93.62,86592.38
T005,2025-04-13,12:58:00,MCD,Buy,200,343.33,68.67,68734.67
T005,2025-04-17,13:09:00,MCD,Sell,200,392.72,68.67,78475.33
T005,2025-04-22,10:49:00,V,Buy,100,258.78,25.88,25903.88
T005,2025-04-23,11:14:00,AAPL,Buy,50,468.87,23.44,23466.94
T005,2025-04-26,15:09:00,AAPL,Sell,50,428.11,23.44,21382.06
T005,2025-04-27,12:43:00,V,Sell,100,294.75,25.88,29449.12
T005,2025-05-04,11:05:00,NKE,Buy,25,172.76,4.32,4323.32
T005,2025-05-06,15:27:00,NKE,Sell,25,156.99,4.32,3920.43
T005,2025-05-08,15:16:00,MSFT,Buy,100,443.35,44.34,44379.34
T005,2025-05-09,14:54:00,MSFT,Sell,100,478.73,44.34,47828.66
T005,2025-05-16,09:32:00,V,Buy,10,288.77,2.89,2890.59
T005,2025-05-19,11:46:00,V,Sell,10,330.34,2.89,3300.51
T005,2025-05-29,15:28:00,PEP,Buy,50,468.71,23.44,23458.94
T005,2025-06-02,13:23:00,PEP,Sell,50,487.08,23.44,24330.56
T005,2025-06-07,10:53:00,NVDA,Buy,200,473.1,94.62,94714.62
T005,2025-06-11,09:49:00,NVDA,Sell,200,438.74,94.62,87653.38
T005,2025-06-15,15:30:00,PYPL,Buy,25,391.48,9.79,9796.79
T005,2025-06-19,09:03:00,AMD,Buy,100,337.53,33.75,33786.75
T005,2025-06-20,09:53:00,AMD,Sell,100,332.8,33.75,33246.25
T005,2025-06-20,09:57:00,PYPL,Sell,25,397.93,9.79,9938.46
T005,2025-07-06,15:18:00,GOOGL,Buy,10,326.75,3.27,3270.77
T005,2025-07-10,13:35:00,GOOGL,Sell,10,373.59,3.27,3732.63
T005,2025-07-12,10:38:00,PYPL,Buy,10,189.31,1.89,1894.99
T005,2025-07-15,15:08:00,PYPL,Sell,10,208.65,1.89,2084.61
T005,2025-07-24,12:49:00,ADBE,Buy,100,276.31,27.63,27658.63
T005,2025-07-24,13:33:00,MS,Buy,25,213.75,5.34,5349.09
T005,2025-07-26,10:34:00,AMD,Buy,50,484.52,24.23,24250.23
T005,2025-07-26,15:12:00,ADBE,Sell,100,309.79,27.63,30951.37
T005,2025-07-27,09:51:00,PEP,Buy,50,492.07,24.6,24628.1
T005,2025-07-28,11:43:00,AMD,Sell,50,479.66,24.23,23958.77
T005,2025-07-28,12:49:00,MS,Sell,25,199.25,5.34,4975.91
T005,2025-07-29,09:15:00,PEP,Sell,50,545.02,24.6,27226.4
T005,2025-08-05,10:14:00,NVDA,Buy,25,84.72,2.12,2120.12
T005,2025-08-06,13:49:00,NVDA,Sell,25,80.59,2.12,2012.63
T005,2025-08-15,09:42:00,CRM,Buy,200,108.97,21.79,21815.79
T005,2025-08-17,10:53:00,CRM,Sell,200,120.46,21.79,24070.21
T005,2025-08-25,14:40:00,MS,Buy,50,438.91,21.95,21967.45
T005,2025-08-27,12:04:00,MS,Sell,50,414.57,21.95,20706.55
T005,2025-09-03,09:50:00,V,Buy,50,79.66,3.98,3986.98
T005,2025-09-07,11:16:00,V,Sell,50,88.42,3.98,4417.02
T005,2025-09-09,15:57:00,TSLA,Buy,100,69.66,6.97,6972.97
T005,2025-09-11,11:50:00,NFLX,Buy,200,75.28,15.06,15071.06
T005,2025-09-11,12:39:00,TSLA,Sell,100,72.89,6.97,7282.03
T005,2025-09-14,12:28:00,NFLX,Sell,200,76.07,15.06,15198.94
T005,2025-09-15,15:09:00,AMD,Buy,10,115.9,1.16,1160.16
T005,2025-09-18,13:55:00,NVDA,Buy,50,86.68,4.33,4338.33
T005,2025-09-20,10:48:00,AMD,Sell,10,129.24,1.16,1291.24
T005,2025-09-21,11:41:00,NVDA,Sell,50,83.76,4.33,4183.67
T005,2025-09-25,13:05:00,V,Buy,100,278.82,27.88,27909.88
T005,2025-09-28,10:13:00,V,Sell,100,294.03,27.88,29375.12
T006,2025-04-17,09:42:00,V,Buy,100,213.49,21.35,21370.35
T006,2025-05-04,15:23:00,CSCO,Buy,100,384.49,38.45,38487.45
T006,2025-05-15,14:28:00,ORCL,Buy,100,69.06,6.91,6912.91
T006,2025-05-19,13:18:00,CRM,Buy,10,86.03,0.86,861.16
T006,2025-06-03,14:42:00,V,Buy,10,397.18,3.97,3975.77
T006,2025-06-07,11:11:00,CSCO,Sell,100,364.17,38.45,36378.55
T006,2025-06-09,10:01:00,V,Sell,100,195.04,21.35,19482.65
T006,2025-06-16,13:27:00,ORCL,Sell,100,63.96,6.91,6389.09
T006,2025-06-17,12:38:00,CRM,Sell,10,83.29,0.86,832.04
T006,2025-06-28,15:41:00,TSLA,Buy,100,491.37,49.14,49186.14
T006,2025-07-04,10:02:00,V,Sell,10,370.75,3.97,3703.53
T006,2025-07-05,12:20:00,V,Buy,50,162.33,8.12,8124.62
T006,2025-07-11,15:30:00,MSFT,Buy,100,491.47,49.15,49196.15
T006,2025-07-19,15:08:00,TSLA,Sell,100,498.32,49.14,49782.86
T006,2025-07-22,11:50:00,MSFT,Sell,100,498.74,49.15,49824.85
T006,2025-07-29,09:18:00,META,Buy,10,406.0,4.06,4064.06
T006,2025-08-08,11:59:00,MCD,Buy,200,170.02,34.0,34038.0
T006,2025-08-20,12:16:00,MSFT,Buy,25,178.75,4.47,4473.22
T006,2025-08-26,09:38:00,NVDA,Buy,100,476.97,47.7,47744.7
T006,2025-08-28,11:32:00,META,Sell,10,380.76,4.06,3803.54
T006,2025-08-31,10:31:00,V,Sell,50,175.33,8.12,8758.38
T006,2025-09-02,15:41:00,MSFT,Sell,25,166.51,4.47,4158.28
T006,2025-09-05,14:50:00,QCOM,Buy,10,106.8,1.07,1069.07
T006,2025-09-11,13:36:00,AMD,Buy,25,181.07,4.53,4531.28
T006,2025-09-14,09:27:00,MCD,Sell,200,185.72,34.0,37110.0
T006,2025-09-20,14:05:00,BAC,Buy,50,80.46,4.02,4027.02
T006,2025-10-13,10:36:00,AMD,Sell,25,192.91,4.53,4818.22
T006,2025-10-23,09:36:00,NVDA,Sell,100,488.88,47.7,48840.3
T006,2025-10-26,11:23:00,QCOM,Sell,10,113.26,1.07,1131.53
T006,2025-11-01,15:32:00,BAC,Sell,50,87.33,4.02,4362.48
T007,2025-04-13,15:55:00,AAPL,Buy,10,70.46,0.7,705.3
T007,2025-04-21,12:11:00,PEP,Buy,100,498.77,49.88,49926.88
T007,2025-04-23,11:12:00,V,Buy,200,173.5,34.7,34734.7
T007,2025-05-04,13:09:00,ADBE,Buy,25,122.89,3.07,3075.32
T007,2025-05-05,15:49:00,WFC,Buy,200,131.88,26.38,26402.38
T007,2025-05-06,11:41:00,AAPL,Sell,10,64.83,0.7,647.6
T007,2025-05-06,14:22:00,PEP,Sell,100,482.51,49.88,48201.12
T007,2025-05-13,12:32:00,QCOM,Buy,100,445.58,44.56,44602.56
T007,2025-05-16,11:33:00,ADBE,Sell,25,121.05,3.07,3023.18
T007,2025-05-16,13:37:00,NVDA,Buy,25,346.43,8.66,8669.41
T007,2025-05-17,13:05:00,V,Sell,200,187.01,34.7,37367.3
T007,2025-05-20,12:32:00,QCOM,Sell,100,477.35,44.56,47690.44
T007,2025-05-23,13:58:00,WFC,Sell,200,129.57,26.38,25887.62
T007,2025-06-03,10:37:00,ORCL,Buy,10,72.74,0.73,728.13
T007,2025-06-09,11:53:00,NVDA,Sell,25,342.19,8.66,8546.09
T007,2025-06-09,15:16:00,PYPL,Buy,100,146.56,14.66,14670.66
T007,2025-06-28,14:30:00,ORCL,Sell,10,76.12,0.73,760.47
T007,2025-07-06,12:12:00,PYPL,Sell,100,149.9,14.66,14975.34
T007,2025-07-10,15:39:00,CSCO,Buy,25,483.21,12.08,12092.33
T007,2025-07-16,15:36:00,GOOGL,Buy,25,487.57,12.19,12201.44
T007,2025-07-25,13:46:00,CSCO,Sell,25,449.24,12.08,11218.92
T007,2025-08-04,12:43:00,GOOGL,Sell,25,462.78,12.19,11557.31
T007,2025-08-11,10:07:00,META,Buy,25,156.53,3.91,3917.16
T007,2025-08-21,13:18:00,PEP,Buy,50,433.11,21.66,21677.16
T007,2025-08-22,10:39:00,PEP,Buy,10,79.59,0.8,796.7
T007,2025-08-24,09:20:00,AMD,Buy,100,105.13,10.51,10523.51
T007,2025-08-27,12:39:00,V,Buy,10,274.12,2.74,2743.94
T007,2025-08-27,13:36:00,META,Sell,25,165.69,3.91,4138.34
T007,2025-09-02,09:03:00,AMD,Sell,100,110.08,10.51,10997.49
T007,2025-09-05,10:20:00,KO,Buy,50,380.39,19.02,19038.52
T007,2025-09-10,14:19:00,V,Sell,10,294.69,2.74,2944.16
T007,2025-09-17,14:11:00,PEP,Sell,50,422.46,21.66,21101.34
T007,2025-09-18,14:30:00,PEP,Sell,10,86.05,0.8,859.7
T007,2025-09-22,10:48:00,KO,Sell,50,355.74,19.02,17767.98
T007,2025-09-25,12:19:00,QCOM,Buy,10,359.88,3.6,3602.4
T007,2025-10-13,12:29:00,QCOM,Sell,10,372.33,3.6,3719.7
T008,2025-04-18,14:08:00,BAC,Buy,25,302.4,7.56,7567.56
T008,2025-04-22,13:24:00,BAC,Sell,25,281.17,7.56,7021.69
T008,2025-04-23,11:59:00,QCOM,Buy,50,386.3,19.32,19334.32
T008,2025-04-28,11:59:00,QCOM,Sell,50,419.71,19.32,20966.18
T008,2025-04-28,12:21:00,PYPL,Buy,100,95.25,9.53,9534.53
T008,2025-04-29,13:59:00,PYPL,Sell,100,87.15,9.53,8705.47
T008,2025-05-03,10:06:00,INTC,Buy,50,407.7,20.39,20405.39
T008,2025-05-06,15:09:00,INTC,Sell,50,421.51,20.39,21055.11
T008,2025-05-17,12:58:00,WFC,Buy,50,295.82,14.79,14805.79
T008,2025-05-20,13:30:00,WFC,Sell,50,271.64,14.79,13567.21
T008,2025-06-05,11:35:00,ADBE,Buy,25,473.67,11.84,11853.59
T008,2025-06-08,14:13:00,ADBE,Sell,25,457.36,11.84,11422.16
T008,2025-06-11,10:06:00,MS,Buy,200,157.68,31.54,31567.54
T008,2025-06-16,10:40:00,MS,Sell,200,163.79,31.54,32726.46
T008,2025-06-28,13:53:00,BAC,Buy,200,270.43,54.09,54140.09
T008,2025-07-02,15:01:00,BAC,Sell,200,252.85,54.09,50515.91
T008,2025-07-04,13:18:00,GOOGL,Buy,100,276.91,27.69,27718.69
T008,2025-07-07,15:39:00,GOOGL,Sell,100,267.12,27.69,26684.31
T008,2025-07-22,10:56:00,NFLX,Buy,50,393.74,19.69,19706.69
T008,2025-07-24,11:26:00,NVDA,Buy,100,360.73,36.07,36109.07
T008,2025-07-26,09:36:00,NFLX,Sell,50,375.38,19.69,18749.31
T008,2025-07-29,12:55:00,NVDA,Sell,100,353.73,36.07,35336.93
T008,2025-08-06,11:30:00,ORCL,Buy,200,470.17,94.03,94128.03
T008,2025-08-09,11:07:00,ORCL,Sell,200,448.77,94.03,89659.97
T008,2025-08-11,12:32:00,MSFT,Buy,10,67.51,0.68,675.78
T008,2025-08-12,10:20:00,WMT,Buy,200,193.34,38.67,38706.67
T008,2025-08-15,13:29:00,MSFT,Sell,10,61.71,0.68,616.42
T008,2025-08-17,14:53:00,WMT,Sell,200,179.5,38.67,35861.33
T008,2025-08-20,12:57:00,INTC,Buy,50,479.57,23.98,24002.48
T008,2025-08-23,09:18:00,INTC,Sell,50,475.14,23.98,23733.02
T008,2025-09-08,15:53:00,INTC,Buy,25,419.75,10.49,10504.24
T008,2025-09-13,14:07:00,INTC,Sell,25,433.46,10.49,10826.01
T008,2025-09-17,15:49:00,GS,Buy,200,152.39,30.48,30508.48
T008,2025-09-21,10:33:00,GS,Sell,200,167.05,30.48,33379.52
T008,2025-09-22,09:26:00,GS,Buy,50,408.54,20.43,20447.43
